date,state,district,market,crop_name,demand_quantity
2025-09-06,Madhya Pradesh,Indore,Indore,Tomato,1509.96
2025-09-07,Madhya Pradesh,Indore,Indore,Tomato,1322.05
2025-09-08,Madhya Pradesh,Indore,Indore,Tomato,1138.71
2025-09-09,Madhya Pradesh,Indore,Indore,Tomato,1341.55
2025-09-10,Madhya Pradesh,Indore,Indore,Tomato,1505.51
2025-09-11,Madhya Pradesh,Indore,Indore,Tomato,1459.37
2025-09-12,Madhya Pradesh,Indore,Indore,Tomato,1226.69
2025-09-13,Madhya Pradesh,Indore,Indore,Tomato,1291.1
2025-09-14,Madhya Pradesh,Indore,Indore,Tomato,1392.28
2025-09-15,Madhya Pradesh,Indore,Indore,Tomato,1181.24
2025-09-16,Madhya Pradesh,Indore,Indore,Tomato,1293.76
2025-09-17,Madhya Pradesh,Indore,Indore,Tomato,1375.99
2025-09-18,Madhya Pradesh,Indore,Indore,Tomato,1267.72
2025-09-19,Madhya Pradesh,Indore,Indore,Tomato,1362.08
2025-09-20,Madhya Pradesh,Indore,Indore,Tomato,1029.85
2025-09-21,Madhya Pradesh,Indore,Indore,Tomato,1183.74
2025-09-22,Madhya Pradesh,Indore,Indore,Tomato,1217.74
2025-09-23,Madhya Pradesh,Indore,Indore,Tomato,1142.68
2025-09-24,Madhya Pradesh,Indore,Indore,Tomato,1451.7
2025-09-25,Madhya Pradesh,Indore,Indore,Tomato,1218.16
2025-09-26,Madhya Pradesh,Indore,Indore,Tomato,1324.17
2025-09-27,Madhya Pradesh,Indore,Indore,Tomato,1343.25
2025-09-28,Madhya Pradesh,Indore,Indore,Tomato,1403.27
2025-09-29,Madhya Pradesh,Indore,Indore,Tomato,1115.01
2025-09-30,Madhya Pradesh,Indore,Indore,Tomato,1354.42
2025-10-01,Madhya Pradesh,Indore,Indore,Tomato,1304.66
2025-10-02,Madhya Pradesh,Indore,Indore,Tomato,1262.0
2025-10-03,Madhya Pradesh,Indore,Indore,Tomato,1412.44
2025-10-04,Madhya Pradesh,Indore,Indore,Tomato,1352.02
2025-10-05,Madhya Pradesh,Indore,Indore,Tomato,1223.73
2025-10-06,Madhya Pradesh,Indore,Indore,Tomato,1248.79
2025-10-07,Madhya Pradesh,Indore,Indore,Tomato,1222.17
2025-10-08,Madhya Pradesh,Indore,Indore,Tomato,1318.35
2025-10-09,Madhya Pradesh,Indore,Indore,Tomato,1423.03
2025-10-10,Madhya Pradesh,Indore,Indore,Tomato,1526.12
2025-10-11,Madhya Pradesh,Indore,Indore,Tomato,1223.19
2025-10-12,Madhya Pradesh,Indore,Indore,Tomato,1475.04
2025-10-13,Madhya Pradesh,Indore,Indore,Tomato,1078.34
2025-10-14,Madhya Pradesh,Indore,Indore,Tomato,1249.44
2025-10-15,Madhya Pradesh,Indore,Indore,Tomato,1369.7
2025-10-16,Madhya Pradesh,Indore,Indore,Tomato,1395.27
2025-10-17,Madhya Pradesh,Indore,Indore,Tomato,1322.29
2025-10-18,Madhya Pradesh,Indore,Indore,Tomato,1328.76
2025-10-19,Madhya Pradesh,Indore,Indore,Tomato,1248.05
2025-10-20,Madhya Pradesh,Indore,Indore,Tomato,1206.54
2025-10-21,Madhya Pradesh,Indore,Indore,Tomato,1348.55
2025-10-22,Madhya Pradesh,Indore,Indore,Tomato,1359.53
2025-10-23,Madhya Pradesh,Indore,Indore,Tomato,1313.18
2025-10-24,Madhya Pradesh,Indore,Indore,Tomato,1482.75
2025-10-25,Madhya Pradesh,Indore,Indore,Tomato,1390.19
2025-10-26,Madhya Pradesh,Indore,Indore,Tomato,1379.35
2025-10-27,Madhya Pradesh,Indore,Indore,Tomato,1326.99
2025-10-28,Madhya Pradesh,Indore,Indore,Tomato,1211.3
2025-10-29,Madhya Pradesh,Indore,Indore,Tomato,1287.88
2025-10-30,Madhya Pradesh,Indore,Indore,Tomato,1468.17
2025-10-31,Madhya Pradesh,Indore,Indore,Tomato,1470.86
2025-11-01,Madhya Pradesh,Indore,Indore,Tomato,1374.63
2025-11-02,Madhya Pradesh,Indore,Indore,Tomato,1331.42
2025-11-03,Madhya Pradesh,Indore,Indore,Tomato,1401.5
2025-11-04,Madhya Pradesh,Indore,Indore,Tomato,1248.05
2025-11-05,Madhya Pradesh,Indore,Indore,Tomato,1409.55
2025-11-06,Madhya Pradesh,Indore,Indore,Tomato,1393.41
2025-11-07,Madhya Pradesh,Indore,Indore,Tomato,1407.65
2025-11-08,Madhya Pradesh,Indore,Indore,Tomato,1502.74
2025-11-09,Madhya Pradesh,Indore,Indore,Tomato,1416.32
2025-11-10,Madhya Pradesh,Indore,Indore,Tomato,1379.0
2025-11-11,Madhya Pradesh,Indore,Indore,Tomato,1441.49
2025-11-12,Madhya Pradesh,Indore,Indore,Tomato,1379.57
2025-11-13,Madhya Pradesh,Indore,Indore,Tomato,1503.08
2025-11-14,Madhya Pradesh,Indore,Indore,Tomato,1419.69
2025-11-15,Madhya Pradesh,Indore,Indore,Tomato,1449.18
2025-11-16,Madhya Pradesh,Indore,Indore,Tomato,1347.63
2025-11-17,Madhya Pradesh,Indore,Indore,Tomato,1334.54
2025-11-18,Madhya Pradesh,Indore,Indore,Tomato,1398.11
2025-11-19,Madhya Pradesh,Indore,Indore,Tomato,1319.99
2025-11-20,Madhya Pradesh,Indore,Indore,Tomato,1672.11
2025-11-21,Madhya Pradesh,Indore,Indore,Tomato,1371.77
2025-11-22,Madhya Pradesh,Indore,Indore,Tomato,1318.74
2025-11-23,Madhya Pradesh,Indore,Indore,Tomato,1495.68
2025-11-24,Madhya Pradesh,Indore,Indore,Tomato,1423.45
2025-11-25,Madhya Pradesh,Indore,Indore,Tomato,1425.6
2025-11-26,Madhya Pradesh,Indore,Indore,Tomato,1487.88
2025-11-27,Madhya Pradesh,Indore,Indore,Tomato,1483.53
2025-11-28,Madhya Pradesh,Indore,Indore,Tomato,1408.21
2025-11-29,Madhya Pradesh,Indore,Indore,Tomato,1475.52
2025-11-30,Madhya Pradesh,Indore,Indore,Tomato,1342.4
2025-12-01,Madhya Pradesh,Indore,Indore,Tomato,1467.73
2025-12-02,Madhya Pradesh,Indore,Indore,Tomato,1377.36
2025-12-03,Madhya Pradesh,Indore,Indore,Tomato,1368.36
2025-12-04,Madhya Pradesh,Indore,Indore,Tomato,1479.19
2025-12-05,Madhya Pradesh,Indore,Indore,Tomato,1575.81
2025-12-06,Madhya Pradesh,Indore,Indore,Tomato,1437.17
2025-12-07,Madhya Pradesh,Indore,Indore,Tomato,1354.01
2025-12-08,Madhya Pradesh,Indore,Indore,Tomato,1424.82
2025-12-09,Madhya Pradesh,Indore,Indore,Tomato,1443.5
2025-12-10,Madhya Pradesh,Indore,Indore,Tomato,1428.55
2025-12-11,Madhya Pradesh,Indore,Indore,Tomato,1492.52
2025-12-12,Madhya Pradesh,Indore,Indore,Tomato,1587.6
2025-12-13,Madhya Pradesh,Indore,Indore,Tomato,1371.6
2025-12-14,Madhya Pradesh,Indore,Indore,Tomato,1321.31
2025-12-15,Madhya Pradesh,Indore,Indore,Tomato,1357.43
2025-12-16,Madhya Pradesh,Indore,Indore,Tomato,1426.38
2025-12-17,Madhya Pradesh,Indore,Indore,Tomato,1544.2
2025-12-18,Madhya Pradesh,Indore,Indore,Tomato,1737.62
2025-12-19,Madhya Pradesh,Indore,Indore,Tomato,1689.95
2025-12-20,Madhya Pradesh,Indore,Indore,Tomato,1540.21
2025-12-21,Madhya Pradesh,Indore,Indore,Tomato,1493.87
2025-12-22,Madhya Pradesh,Indore,Indore,Tomato,1356.38
2025-12-23,Madhya Pradesh,Indore,Indore,Tomato,1475.96
2025-12-24,Madhya Pradesh,Indore,Indore,Tomato,1511.33
2025-12-25,Madhya Pradesh,Indore,Indore,Tomato,1643.8
2025-12-26,Madhya Pradesh,Indore,Indore,Tomato,1532.95
2025-12-27,Madhya Pradesh,Indore,Indore,Tomato,1647.63
2025-12-28,Madhya Pradesh,Indore,Indore,Tomato,1690.57
2025-12-29,Madhya Pradesh,Indore,Indore,Tomato,1477.54
2025-12-30,Madhya Pradesh,Indore,Indore,Tomato,1550.77
2025-12-31,Madhya Pradesh,Indore,Indore,Tomato,1650.34
2026-01-01,Madhya Pradesh,Indore,Indore,Tomato,1594.49
2026-01-02,Madhya Pradesh,Indore,Indore,Tomato,1686.65
2026-01-03,Madhya Pradesh,Indore,Indore,Tomato,1623.87
2026-01-04,Madhya Pradesh,Indore,Indore,Tomato,1568.66
2026-01-05,Madhya Pradesh,Indore,Indore,Tomato,1437.06
2026-01-06,Madhya Pradesh,Indore,Indore,Tomato,1541.72
2026-01-07,Madhya Pradesh,Indore,Indore,Tomato,1662.25
2026-01-08,Madhya Pradesh,Indore,Indore,Tomato,1843.8
2026-01-09,Madhya Pradesh,Indore,Indore,Tomato,1807.86
2026-01-10,Madhya Pradesh,Indore,Indore,Tomato,1904.5
2026-01-11,Madhya Pradesh,Indore,Indore,Tomato,1503.84
2026-01-12,Madhya Pradesh,Indore,Indore,Tomato,1644.18
2026-01-13,Madhya Pradesh,Indore,Indore,Tomato,1589.77
2026-01-14,Madhya Pradesh,Indore,Indore,Tomato,1889.07
2026-01-15,Madhya Pradesh,Indore,Indore,Tomato,1610.12
2026-01-16,Madhya Pradesh,Indore,Indore,Tomato,1625.71
2026-01-17,Madhya Pradesh,Indore,Indore,Tomato,1616.45
2026-01-18,Madhya Pradesh,Indore,Indore,Tomato,1379.1
2026-01-19,Madhya Pradesh,Indore,Indore,Tomato,1521.23
2026-01-20,Madhya Pradesh,Indore,Indore,Tomato,1514.62
2026-01-21,Madhya Pradesh,Indore,Indore,Tomato,1686.65
2026-01-22,Madhya Pradesh,Indore,Indore,Tomato,1780.46
2026-01-23,Madhya Pradesh,Indore,Indore,Tomato,1990.66
2026-01-24,Madhya Pradesh,Indore,Indore,Tomato,1832.94
2026-01-25,Madhya Pradesh,Indore,Indore,Tomato,1583.19
2026-01-26,Madhya Pradesh,Indore,Indore,Tomato,1507.11
2026-01-27,Madhya Pradesh,Indore,Indore,Tomato,1684.74
2026-01-28,Madhya Pradesh,Indore,Indore,Tomato,1542.1
2026-01-29,Madhya Pradesh,Indore,Indore,Tomato,1996.79
2026-01-30,Madhya Pradesh,Indore,Indore,Tomato,1938.53
2026-01-31,Madhya Pradesh,Indore,Indore,Tomato,1691.28
2026-02-01,Madhya Pradesh,Indore,Indore,Tomato,1477.17
2026-02-02,Madhya Pradesh,Indore,Indore,Tomato,1790.93
